flow_duration,Header_Length,Protocol type,Duration,Rate,Srate,Drate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,urg_count,rst_count,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IPv,LLC,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,Magnitue,Radius,Covariance,Variance,Weight,Label,Category,Binary
1.5417089819908143,7596.51,6.55,69.36,283140.06651445833,283140.06651445833,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.13,0.37,1.26,1.57,7.31,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6706.08,138.62,1454.68,646.8707870223602,513.2838460023022,793.47,83002697.05359982,9.5,31.84479748483488,716.5532293941187,472408.28000264766,0.95,141.55,DoS-HTTP_Flood,4,1
54.86044675588608,2741.53,6.22,67.82,0.942390254375154,0.942390254375154,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.51,2.43,0.04,6.18,11.95,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1518.07,76.29,459.92,152.5718708141274,135.41109720831366,153.13,83391637.62039506,9.5,16.73921781918584,191.7739568941365,29946.97809559245,0.82,141.55,DDoS-HTTP_Flood,1,1
249.18235119104384,24832.74,11.97,86.89,17531.013457600267,17531.013457600267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.4,0.0,14.47,28.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,988.45,54.78,207.13,90.79209812074753,45.92513955273159,96.4,83242485.894663,9.5,13.291277298958532,64.97521747497342,3189.85204035056,0.95,141.55,VulnerabilityScan,5,1
83.64258984804154,688507.75,6.55,115.31,24.47221574959083,24.47221574959083,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.17,1.61,0.02,84.71,775.87,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3368.78,59.6,946.49,241.96401125392487,252.47113512324816,410.66,83375490.6469852,9.5,18.80094912684321,357.5982304516531,245227.98213398093,0.93,141.55,DDoS-SlowLoris,1,1
42.12188942432404,1846.0,9.8,102.2,14.229422025864242,14.229422025864242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1866.8,54.0,230.0,119.83889151569105,67.41173135174611,130.4,166601441.82315972,13.5,15.46067962773785,95.44085914897002,4556.910058895239,1.0,244.6,DictionaryBruteForce,2,1
183.76653621196743,9795.0,10.4,138.7,1.126684429146482,1.126684429146482,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,39.3,58.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1044.4,80.8,303.9,189.53452380952385,83.41088710499407,176.3,0.0229360103607177,5.5,19.42773748191589,117.96080779345372,7869.884366780045,0.9,38.5,Backdoor_Malware,6,1
1.0191997051239017,100159.0,6.0,64.0,88.79166875599572,88.79166875599572,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,8.0,89.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,8217.0,1494.0,1494.0,1494.0,0.0,1494.0,0.0007739067077636,5.5,54.6626014748658,0.0,0.0,0.0,38.5,XSS,6,1
0.1797277688980102,572.2,8.2,65.0,67.95646312316757,67.95646312316757,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7,1.3,0.0,0.9,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1916.5,66.0,405.2,123.6458732371,99.64014111970975,131.8,166481764.2325968,13.5,15.654183828880695,139.9287604530292,9947.083717564445,1.0,244.6,SqlInjection,6,1
0.176055097579956,6331.2,14.8,63.2,77.02696476964904,77.02696476964904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1576.4,79.4,1050.2,279.323253968254,353.2535886390789,230.3,0.0060868978500366,5.5,22.90303892033041,499.5760160103516,159411.26059782063,0.8,38.5,BrowserHijacking,6,1
0.0,0.0,1.0,64.0,18.09649903713813,18.09649903713813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,441.0,42.0,42.0,42.0,0.0,42.0,83149628.6612261,9.5,9.16515138991168,0.0,0.0,0.0,141.55,DDoS-ICMP_Flood,1,1
0.4520350837707519,33117.0,17.0,64.0,1503.7375095410075,1503.7375095410075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,525.0,50.0,50.0,50.0,0.0,50.0,83123561.19753014,9.5,10.0,0.0,0.0,0.0,141.55,DDoS-UDP_Flood,1,1
0.0749597716331482,75.37,6.0,67.61,3.498882908646777,3.498882908646777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.11,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,573.85,54.0,58.83,54.36415949186692,1.2206336329949408,56.46,83076452.52440849,9.5,10.426508614983796,1.7386975283026735,36.17395181280008,0.1,141.55,DDoS-TCP_Flood,1,1
0.0,54.0,6.0,64.0,7.777743987242015,7.777743987242015,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,567.0,54.0,54.0,54.0,0.0,54.0,83077019.89831056,9.5,10.392304845413264,0.0,0.0,0.0,141.55,DDoS-SYN_Flood,1,1
0.0,54.0,6.0,64.0,49.699372582011655,49.699372582011655,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,567.0,54.0,54.0,54.0,0.0,54.0,83349225.11078769,9.5,10.392304845413264,0.0,0.0,0.0,141.55,DDoS-RSTFINFlood,1,1
0.0,54.0,6.0,64.0,1.095161858230162,1.095161858230162,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,567.0,54.0,54.0,54.0,0.0,54.0,83330876.71676163,9.5,10.392304845413264,0.0,0.0,0.0,141.55,DDoS-PSHACK_Flood,1,1
0.0542087364196777,66.4,6.11,63.83,33.79886260811006,33.79886260811006,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,591.78,54.0,78.78,56.03149919314432,6.690409318781334,55.77,83361105.22390257,9.5,10.575565530612575,9.4750643256062,327.4904325342741,0.14,141.55,DDoS-SynonymousIP_Flood,1,1
0.0,162.0,17.0,64.0,805.6157244381847,805.6157244381847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1701.0,162.0,162.0,162.0,0.0,162.0,83007378.46400365,9.5,18.0,0.0,0.0,0.0,141.55,DoS-UDP_Flood,4,1
13.285572471618652,111.11,6.0,64.0,0.1579088707457096,0.1579088707457096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.0,0.01,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,569.2,54.0,56.2,54.15375428063509,0.5569953139951236,54.2,82942903.58429132,9.5,10.407050939256754,0.7892240819373167,2.858949545095283,0.11,141.55,DoS-TCP_Flood,4,1
1.527321093082428,110.26,6.0,64.0,1.2691582113877908,1.2691582113877908,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.97,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,606.72,57.2,57.88,57.668271241142754,0.2923006739248201,57.88,82985907.70003858,9.5,10.739163038553054,0.4138038495230421,0.5093142024213606,0.17,141.55,DoS-SYN_Flood,4,1
72.67909648418427,4293982.3,6.0,116.3,60.35613836901048,60.35613836901048,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.6,0.0,210.9,4232.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4474.4,77.4,1374.9,736.823373015873,632.7541177654508,940.5,0.0019299030303955,5.5,37.58833564899199,894.8494549913232,445039.501474852,0.9,38.5,BenignTraffic,0,0
0.0,0.0,47.0,64.0,31.9157497450882,31.9157497450882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6216.0,592.0,592.0,592.0,0.0,592.0,83693902.57380722,9.5,34.409301068170514,0.0,0.0,0.0,141.55,Mirai-greeth_flood,7,1
1.3075437355041504,1635131.0,17.0,64.0,2257.239597442,2257.239597442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,5817.0,554.0,554.0,554.0,0.0,554.0,83788978.71004733,9.5,33.28663395418648,0.0,0.0,0.0,141.55,Mirai-udpplain,7,1
0.0,2.18,46.7,64.0,2.328064577184956,2.328064577184956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6043.8,552.8,578.0,576.4966187527642,5.9567113025305325,574.4,83650856.4214986,9.5,33.95507493019603,8.451309495908527,511.5285459552893,0.07,141.55,Mirai-greip_flood,7,1
0.103671019077301,21.85,1.85,64.6,5.224825880293653,5.224825880293653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,9305.17,260.37,1488.17,890.766507001856,561.1743105145765,889.68,83249692.75448279,9.5,41.978673456021454,793.6624085881381,332102.81660282816,0.95,141.55,DDoS-ICMP_Fragmentation,1,DDoS-ICMP_Fragmentation
21.64554853439331,1878843.7,15.9,65.0,122.85712946944598,122.85712946944598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3187.3,147.8,697.7,542.0013492063492,236.642448047828,504.3,0.0016692876815795,5.5,32.51700236973728,334.6629594624088,63221.10382306626,0.9,38.5,MITM-ArpSpoofing,3,1
0.0,757.0,6.0,64.0,1.4805543946051571,1.4805543946051571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9627.0,374.0,1457.0,883.2022173904529,538.470739883507,944.0,83339817.01044755,9.5,41.84554580588544,761.4567603516936,305219.32230083307,0.95,141.55,DDoS-ACK_Fragmentation,1,1
0.4220803117752075,63391.25,16.83,67.13,176.44134040502914,176.44134040502914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,8869.67,312.84,1479.44,856.9378118488411,541.8910705490476,857.55,83370314.39729843,9.5,41.02414419607503,766.4915879116332,309592.01280754834,0.95,141.55,DDoS-UDP_Fragmentation,1,1
209.3729632377625,11755.9,6.5,108.5,0.4554176150543075,0.4554176150543075,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6,0.0,59.7,104.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1701.9,55.2,263.0,110.61849345614826,64.67300661590056,87.0,166860749.5809037,13.5,14.886203568241276,91.54896776714092,4194.598306917564,1.0,244.6,DNS_Spoofing,3,1
23.31332998275757,4695.0,6.0,69.6,23.133709058360044,23.133709058360044,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.7,20.4,41.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,320.6,54.0,63.2,57.70492063492063,2.7956392921880617,58.4,0.0043091058731079,5.5,10.741913867928634,3.953631002515477,9.218784328546231,0.9,38.5,Recon-HostDiscovery,5,1
8.168805932998657,6008.0,7.1,78.2,9.414390411376912,9.414390411376912,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4,0.0,26.3,52.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,451.0,66.0,131.2,80.1559523809524,22.56433239052105,81.2,0.0192567825317382,5.5,12.646094958435482,31.91078489256938,676.4164869614513,0.9,38.5,Recon-OSScan,5,1
1022.0299517154692,16420.9,9.3,171.8,0.1016044786152531,0.1016044786152531,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,43.5,78.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,740.8,80.8,236.6,142.10690476190476,61.35116150610361,144.2,0.0315836191177368,5.5,16.80062148042567,86.76364466927389,4247.177539115646,0.9,38.5,Recon-PortScan,5,1
7.169624738693237,18222.43,6.82,74.55,28.01943130924976,28.01943130924976,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.39,1.22,0.0,40.53,90.34,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2846.09,60.5,727.34,235.63951138459925,217.55150156088763,298.18,83003084.29772261,9.5,19.37721883304364,307.20196130184274,107730.7628686302,0.86,141.55,DoS-HTTP_Flood,4,1
6.421007895469666,3823.63,6.71,65.91,2.748895322034628,2.748895322034628,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.06,2.88,0.63,1.94,5.38,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4256.52,66.53,1279.39,412.3043596719329,432.37277867498045,351.84,83158170.01528347,9.5,26.406764230733085,612.0820519261744,299852.6999680631,0.86,141.55,DDoS-HTTP_Flood,1,1
16.584901597499847,31448.32,6.55,127.67,95.45245350260092,95.45245350260092,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.11,1.85,0.15,21.78,60.85,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,10150.78,233.63,2648.69,999.5333783059476,833.5853412381593,833.47,83242368.37652542,9.5,42.51461296071102,1179.625362668197,946133.8888989826,0.84,141.55,VulnerabilityScan,5,1
110.55801743507384,35179.81,6.79,63.27,10.435063846531984,10.435063846531984,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.01,0.0,113.8,234.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,897.98,71.66,125.9,85.82036135489038,17.551910678615616,84.83,83375084.18295003,9.5,13.059965032053086,24.8275498304872,866.4017761214128,0.7,141.55,DDoS-SlowLoris,1,1
1.5871244430541993,172214.9,6.0,178.1,76.47663716037758,76.47663716037758,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,9.4,136.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,372.6,66.0,75.6,67.01333333333334,2.9484944665313018,70.8,9.181499481201172e-05,5.5,11.575689741390256,4.16980086315059,43.49155555555556,0.2,38.5,DictionaryBruteForce,2,1
